5341	4390	0.00220982
4390	5341	0.00219673
673	665	0.00178067
665	673	0.00173618
673	4329	0.00161332
4329	673	0.00152617
3006	4711	0.00126143
4711	3006	0.00122304
5341	4711	0.00112935
4874	4390	0.00112261
4711	4390	0.00111542
4390	4711	0.00110261
4711	5341	0.00108376
673	668	0.00103665
668	673	0.000915165
4874	5341	0.000830441
4390	1104	0.000797269
3006	4390	0.000796754
4390	3006	0.000715846
4390	4874	0.000714149
3006	5341	0.000713273
5341	3006	0.000661641
1104	4390	0.000627453
1104	3006	0.00061744
3006	1104	0.000614706
1104	5341	0.00060854
5341	1104	0.000596455
4329	665	0.000596259
665	4329	0.000587651
370	2905	0.000571825
4390	673	0.000559784
5341	4874	0.000557343
555	4874	0.00054924
4711	1104	0.000528626
2906	1240	0.000523477
2905	370	0.000516715
668	665	0.000452787
1104	4711	0.000443889
4859	4874	0.000427627
4543	4859	0.000427626
1240	2906	0.000414096
665	668	0.000400058
4370	5341	0.000387752
4874	555	0.000387035
3006	2158	0.00038438
4370	4390	0.000382483
4859	4543	0.000381189
5341	673	0.000374821
4390	2158	0.000366404
3917	4492	0.000361076
673	674	0.000353202
4390	4370	0.000347745
555	5341	0.000346333
1240	4492	0.000346217
2158	1104	0.000329946
1104	2158	0.000322626
4492	3981	0.000308624
2158	4390	0.000304178
4874	4859	0.000303166
2158	5341	0.000302497
668	4329	0.000301968
4370	4711	0.00030135
4492	3917	0.000298642
555	4390	0.000293254
2158	3006	0.000291294
674	673	0.000284944
3981	4492	0.000282938
5341	4458	0.000278671
4711	2158	0.000272226
6652	6651	0.000270713
4329	668	0.000268707
2905	5341	0.000263243
6651	6652	0.000263169
5341	2207	0.000260745
5341	2905	0.000259116
4458	4390	0.000257651
4390	4458	0.000256144
5341	2158	0.000250967
3257	2504	0.000244682
2158	4711	0.000244239
4874	5234	0.00023992
4711	4370	0.000234637
673	4390	0.000228561
4492	1240	0.000227101
5341	4370	0.000224893
2905	1182	0.000220327
2504	3257	0.000217672
996	3981	0.000214926
4711	4458	0.000214062
4458	5341	0.000205546
1104	4458	0.000192463
4390	555	0.000191684
5234	4874	0.000187956
4711	2905	0.00018676
4711	3257	0.000184386
3981	3917	0.000179618
2207	5341	0.000177703
4458	4711	0.000175001
3917	3981	0.000174568
4543	4874	0.000172695
1240	3981	0.000172161
1182	2905	0.000172073
4375	4711	0.000171786
4370	3006	0.000171749
2905	4390	0.000171664
4390	2207	0.000171328
3257	4711	0.000170388
4375	4390	0.000169984
1240	3917	0.000169127
4711	4375	0.000168559
2905	9	0.000168215
3917	1240	0.000167744
3257	5341	0.000167274
4874	4868	0.000166363
4458	1104	0.000163862
2905	4711	0.000163425
4390	1724	0.000162846
1190	370	0.00016038
4370	1104	0.000160158
3257	4390	0.000160156
3092	2207	0.000158118
673	5091	0.000156837
3006	4370	0.000154389
2906	4492	0.000154042
3257	3006	0.000150368
4630	4874	0.000148233
5709	3006	0.000148063
1240	638	0.000147891
3006	4458	0.000146678
5091	673	0.000146509
6651	7113	0.00014554
164	555	0.000144685
473	673	0.00014466
4874	4543	0.000144365
7075	5956	0.000143827
2207	4390	0.000142221
4929	4916	0.000142151
555	164	0.000141921
4874	673	0.000139553
4390	2905	0.000139098
474	3006	0.000138622
3981	996	0.00013829
164	5341	0.000136453
996	3917	0.000136253
2905	1190	0.000135262
673	473	0.00013516
4375	5341	0.000135147
4454	434	0.000133217
4916	4929	0.000132503
9	2905	0.000131833
1190	2905	0.000131786
1057	3109	0.000131134
4458	3006	0.000129724
2207	3092	0.000129133
4492	5341	0.000128108
3917	424	0.000126803
1240	3006	0.000126656
370	5341	0.000126555
1169	2905	0.000125571
4925	4916	0.000125452
3006	5709	0.000125389
996	4492	0.000124281
3006	474	0.000124047
638	1240	0.00012403
164	2905	0.00012398
2504	4390	0.000123122
3006	1546	0.000123042
3981	1240	0.000121865
2504	5341	0.000121044
4916	4711	0.000120991
4916	4925	0.000120051
4929	4925	0.000118807
4390	4916	0.000118742
555	4630	0.000118582
4711	2504	0.000118308
424	3917	0.000116355
2434	2410	0.000115704
4492	4390	0.00011563
4492	424	0.00011563
4375	3006	0.000115325
7113	6651	0.000114597
424	4492	0.000114319
5341	665	0.000114076
4390	3257	0.000113653
3006	3257	0.000113151
4492	4711	0.000113135
370	1190	0.000113011
665	674	0.000112977
4370	2158	0.000112743
673	4874	0.000112209
4925	4929	0.000111988
3917	996	0.00011145
723	2428	0.000111337
4368	4711	0.000111006
5341	555	0.000109187
4868	4874	0.000108937
4390	4375	0.000108564
3343	2293	0.000107817
2504	3006	0.000107537
2428	723	0.000107429
4874	4711	0.000107242
2158	4370	0.000106994
4390	668	0.000106868
1240	4711	0.000105799
4390	665	0.000105172
4929	4711	0.000104309
5341	4916	0.000104298
3109	1057	0.000103722
592	314	0.000103535
2905	164	0.000103266
1880	1240	0.000102519
674	665	0.000102272
434	4454	0.00010186
3006	4375	0.00010125
2147	2293	0.000101153
485	3257	0.000100682
4492	3109	0.000100656
4390	2186	0.000100083
3109	4492	9.91656e-05
4492	2906	9.89927e-05
314	592	9.87803e-05
4492	4370	9.81608e-05
3006	5712	9.72264e-05
5712	3006	9.63946e-05
638	3006	9.61272e-05
1724	5341	9.59433e-05
1546	3006	9.58813e-05
164	1169	9.57916e-05
4711	4368	9.57541e-05
4874	4630	9.55557e-05
4368	4390	9.52804e-05
2410	2434	9.52312e-05
4390	5712	9.49937e-05
2905	1169	9.46449e-05
1104	4370	9.45629e-05
2504	4711	9.45496e-05
5956	7075	9.36346e-05
4630	555	9.24624e-05
164	4390	9.22992e-05
5341	370	9.12608e-05
673	5341	9.02131e-05
4368	5341	9.01926e-05
3257	485	8.9865e-05
5341	3257	8.96312e-05
370	4390	8.9308e-05
3006	2504	8.90124e-05
271	2147	8.87986e-05
4925	4711	8.87033e-05
4711	4916	8.82362e-05
5341	4375	8.80015e-05
5341	2374	8.80015e-05
1169	164	8.78696e-05
668	674	8.73161e-05
4390	4368	8.65121e-05
4390	2374	8.65121e-05
2293	2147	8.55281e-05
599	3917	8.49617e-05
4390	5709	8.48158e-05
4390	4925	8.48158e-05
2905	3006	8.42991e-05
3917	599	8.41564e-05
4492	599	8.4019e-05
5091	665	8.40091e-05
3981	4390	8.3186e-05
370	1182	8.31707e-05
4390	2504	8.31195e-05
4390	1546	8.31195e-05
5341	4329	8.31126e-05
2410	2396	8.3074e-05
1240	4375	8.30467e-05
4375	3257	8.28899e-05
3917	2906	8.24505e-05
3981	318	8.21263e-05
3257	1104	8.18573e-05
4454	949	8.1599e-05
4492	4454	8.15234e-05
5341	2504	8.14829e-05
1104	1546	8.12129e-05
1284	223	8.09096e-05
314	855	8.07915e-05
5956	1746	8.07828e-05
4492	318	8.06915e-05
3109	3543	8.06725e-05
2504	1104	8.0523e-05
4390	4630	7.97269e-05
4390	2198	7.97269e-05
318	4492	7.95283e-05
1182	370	7.95108e-05
1546	1104	7.94965e-05
4711	474	7.91356e-05
2906	3981	7.91328e-05
734	3092	7.85054e-05
599	4492	7.80669e-05
1104	5712	7.78753e-05
4375	1104	7.68834e-05
2250	2147	7.68611e-05
4916	5341	7.68234e-05
4711	5709	7.63658e-05
610	4454	7.63037e-05
1240	1880	7.62209e-05
2293	3006	7.60762e-05
223	3981	7.59118e-05
3543	3109	7.58823e-05
4859	673	7.5837e-05
2198	5341	7.56972e-05
668	5091	7.54094e-05
6751	6652	7.53457e-05
3981	1284	7.52383e-05
1546	5341	7.49452e-05
2293	3343	7.49236e-05
4592	1743	7.45476e-05
4375	1240	7.44808e-05
4454	610	7.41809e-05
5341	1978	7.33346e-05
5341	1724	7.33346e-05
4711	4929	7.32004e-05
4390	4329	7.29416e-05
3981	4711	7.2589e-05
5341	5712	7.17049e-05
1546	4390	7.16076e-05
3109	1258	7.156e-05
1724	4390	7.05337e-05
3092	1250	7.03489e-05
7075	6751	7.0241e-05
5341	3092	7.00753e-05
4711	4925	7.0035e-05
3917	1638	6.99408e-05
1258	3109	6.98125e-05
673	5469	6.98116e-05
